task_file,demo,interval_id,start,end,length,start_fraction,end_fraction
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_8,0,47,118,72,0.3533834586466165,0.8872180451127819
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_9,0,49,106,58,0.4336283185840708,0.9380530973451328
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_10,0,57,115,59,0.44881889763779526,0.905511811023622
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_11,0,51,107,57,0.4594594594594595,0.963963963963964
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_12,0,54,117,64,0.43548387096774194,0.9435483870967742
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_13,0,53,115,63,0.4274193548387097,0.9274193548387096
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_14,0,46,130,85,0.3262411347517731,0.9219858156028369
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_15,0,43,91,49,0.4056603773584906,0.8584905660377359
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_16,0,51,101,51,0.4322033898305085,0.8559322033898306
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_17,0,43,66,24,0.3049645390070922,0.46808510638297873
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_17,1,84,130,47,0.5957446808510638,0.9219858156028369
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_18,0,51,115,65,0.3923076923076923,0.8846153846153846
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_19,0,48,102,55,0.4247787610619469,0.9026548672566371
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_20,0,48,112,65,0.39344262295081966,0.9180327868852459
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_21,0,48,100,53,0.4444444444444444,0.9259259259259259
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_22,0,53,117,65,0.4274193548387097,0.9435483870967742
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_23,0,51,113,63,0.425,0.9416666666666667
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_24,0,56,124,69,0.42105263157894735,0.9323308270676691
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_25,0,56,131,76,0.3835616438356164,0.8972602739726028
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_26,0,51,113,63,0.4180327868852459,0.9262295081967213
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_27,0,48,114,67,0.37209302325581395,0.8837209302325582
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_28,0,44,60,17,0.2838709677419355,0.3870967741935484
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_28,1,62,63,2,0.4,0.4064516129032258
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_28,2,74,141,68,0.4774193548387097,0.9096774193548387
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_29,0,54,107,54,0.43902439024390244,0.8699186991869918
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_30,0,54,120,67,0.4,0.8888888888888888
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_31,0,45,127,83,0.3191489361702128,0.900709219858156
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_32,0,52,114,63,0.41935483870967744,0.9193548387096774
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_33,0,51,106,56,0.45132743362831856,0.9380530973451328
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_34,0,47,110,64,0.40869565217391307,0.9565217391304348
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_35,0,54,114,61,0.4426229508196721,0.9344262295081968
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_36,0,50,115,66,0.38461538461538464,0.8846153846153846
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_37,0,49,111,63,0.392,0.888
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_38,0,57,117,61,0.4351145038167939,0.8931297709923665
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_39,0,48,106,59,0.41025641025641024,0.905982905982906
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_40,0,47,101,55,0.42727272727272725,0.9181818181818182
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_41,0,53,115,63,0.39849624060150374,0.8646616541353384
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_42,0,48,103,56,0.42105263157894735,0.9035087719298246
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_43,0,45,99,55,0.4205607476635514,0.9252336448598131
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_44,0,44,118,75,0.3308270676691729,0.8872180451127819
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_45,0,43,92,50,0.2792207792207792,0.5974025974025974
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_46,0,47,108,62,0.38524590163934425,0.8852459016393442
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_47,0,46,108,63,0.3865546218487395,0.907563025210084
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_48,0,47,69,23,0.29559748427672955,0.4339622641509434
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_48,1,86,143,58,0.5408805031446541,0.89937106918239
pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_49,0,72,139,68,0.47368421052631576,0.9144736842105263
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,demo_0,0,53,108,56,0.4608695652173913,0.9391304347826087
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,demo_1,0,47,94,48,0.4392523364485981,0.8785046728971962
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,demo_2,0,53,122,70,0.38405797101449274,0.8840579710144928
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,demo_3,0,51,81,31,0.3248407643312102,0.5159235668789809
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,demo_3,1,98,142,45,0.6242038216560509,0.9044585987261147
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,demo_4,0,53,124,72,0.38405797101449274,0.8985507246376812
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,demo_5,0,54,98,45,0.4778761061946903,0.8672566371681416
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,demo_6,0,53,95,43,0.4818181818181818,0.8636363636363636
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,demo_7,0,56,99,44,0.5233644859813084,0.9252336448598131
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,demo_8,0,48,94,47,0.46153846153846156,0.9038461538461539
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,demo_9,0,47,111,65,0.373015873015873,0.8809523809523809
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,demo_10,0,45,103,59,0.3879310344827586,0.8879310344827587
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,demo_11,0,47,114,68,0.376,0.912
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,demo_12,0,52,96,45,0.49056603773584906,0.9056603773584906
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,demo_13,0,44,91,48,0.32116788321167883,0.6642335766423357
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,demo_14,0,47,89,43,0.4845360824742268,0.9175257731958762
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,demo_15,0,49,76,28,0.3223684210526316,0.5
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,demo_15,1,91,136,46,0.5986842105263158,0.8947368421052632
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,demo_16,0,61,109,49,0.5350877192982456,0.956140350877193
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,demo_17,0,50,72,23,0.30303030303030304,0.43636363636363634
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,demo_17,1,87,132,46,0.5272727272727272,0.8
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,demo_18,0,47,92,46,0.47474747474747475,0.9292929292929293
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,demo_19,0,51,98,48,0.49038461538461536,0.9423076923076923
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,demo_20,0,58,113,56,0.464,0.904
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,demo_21,0,49,110,62,0.3858267716535433,0.8661417322834646
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,demo_22,0,52,93,42,0.52,0.93
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,demo_23,0,48,98,51,0.43636363636363634,0.8909090909090909
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,demo_24,0,58,106,49,0.5225225225225225,0.954954954954955
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,demo_25,0,63,127,65,0.45,0.9071428571428571
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,demo_26,0,50,95,46,0.45871559633027525,0.8715596330275229
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,demo_27,0,50,102,53,0.43103448275862066,0.8793103448275862
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,demo_28,0,54,104,51,0.43548387096774194,0.8387096774193549
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,demo_29,0,48,97,50,0.2774566473988439,0.5606936416184971
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,demo_29,1,125,160,36,0.7225433526011561,0.9248554913294798
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,demo_30,0,45,89,45,0.46875,0.9270833333333334
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,demo_31,0,50,108,59,0.43103448275862066,0.9310344827586207
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,demo_32,0,47,86,40,0.49473684210526314,0.9052631578947369
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,demo_33,0,53,103,51,0.48623853211009177,0.944954128440367
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,demo_34,0,54,114,61,0.4426229508196721,0.9344262295081968
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,demo_35,0,49,93,45,0.44144144144144143,0.8378378378378378
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,demo_36,0,55,110,56,0.45454545454545453,0.9090909090909091
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,demo_37,0,54,105,52,0.4909090909090909,0.9545454545454546
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,demo_38,0,51,95,45,0.4857142857142857,0.9047619047619048
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,demo_39,0,52,108,57,0.42276422764227645,0.8780487804878049
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,demo_40,0,61,107,47,0.5350877192982456,0.9385964912280702
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,demo_41,0,53,105,53,0.44166666666666665,0.875
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,demo_42,0,45,92,48,0.4639175257731959,0.9484536082474226
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,demo_43,0,47,92,46,0.47474747474747475,0.9292929292929293
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,demo_44,0,51,103,53,0.4358974358974359,0.8803418803418803
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,demo_45,0,48,112,65,0.4247787610619469,0.9911504424778761
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,demo_46,0,48,119,72,0.3609022556390977,0.8947368421052632
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,demo_47,0,52,103,52,0.46017699115044247,0.911504424778761
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,demo_48,0,57,88,32,0.33727810650887574,0.5207100591715976
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,demo_48,1,102,154,53,0.6035502958579881,0.9112426035502958
pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,demo_49,0,44,103,60,0.3826086956521739,0.8956521739130435
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_0,0,55,130,76,0.3618421052631579,0.8552631578947368
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_1,0,54,116,63,0.43902439024390244,0.943089430894309
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_2,0,50,126,77,0.35714285714285715,0.9
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_3,0,48,72,25,0.2742857142857143,0.4114285714285714
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_3,1,95,165,71,0.5428571428571428,0.9428571428571428
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_4,0,52,127,76,0.36619718309859156,0.8943661971830986
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_5,0,52,72,21,0.33548387096774196,0.4645161290322581
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_5,1,87,150,64,0.5612903225806452,0.967741935483871
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_6,0,51,127,77,0.35172413793103446,0.8758620689655172
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_7,0,55,116,62,0.4198473282442748,0.8854961832061069
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_8,0,54,114,61,0.35526315789473684,0.75
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_9,0,50,113,64,0.3937007874015748,0.889763779527559
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_10,0,50,102,53,0.45045045045045046,0.918918918918919
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_11,0,52,113,62,0.4444444444444444,0.9658119658119658
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_12,0,53,108,56,0.4649122807017544,0.9473684210526315
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_13,0,51,112,62,0.408,0.896
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_14,0,56,135,80,0.37333333333333335,0.9
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_15,0,60,121,62,0.46875,0.9453125
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_16,0,55,117,63,0.4074074074074074,0.8666666666666667
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_17,0,49,107,59,0.4336283185840708,0.9469026548672567
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_18,0,48,105,58,0.42857142857142855,0.9375
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_19,0,54,121,68,0.432,0.968
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_20,0,48,85,38,0.2962962962962963,0.5246913580246914
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_20,1,106,156,51,0.654320987654321,0.9629629629629629
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_21,0,55,120,66,0.41044776119402987,0.8955223880597015
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_22,0,49,121,73,0.3712121212121212,0.9166666666666666
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_23,0,47,100,54,0.43119266055045874,0.9174311926605505
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_24,0,54,127,74,0.2857142857142857,0.671957671957672
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_25,0,53,128,76,0.3706293706293706,0.8951048951048951
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_26,0,52,130,79,0.3586206896551724,0.896551724137931
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_27,0,51,111,61,0.4396551724137931,0.9568965517241379
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_28,0,50,105,56,0.2994011976047904,0.6287425149700598
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_28,1,131,152,22,0.7844311377245509,0.9101796407185628
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_29,0,57,111,55,0.475,0.925
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_30,0,57,136,80,0.37012987012987014,0.8831168831168831
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_30,1,140,141,2,0.9090909090909091,0.9155844155844156
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_31,0,49,105,57,0.4083333333333333,0.875
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_32,0,63,133,71,0.42,0.8866666666666667
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_33,0,43,98,56,0.36752136752136755,0.8376068376068376
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_34,0,52,112,61,0.43333333333333335,0.9333333333333333
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_35,0,54,116,63,0.39416058394160586,0.8467153284671532
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_35,1,118,130,13,0.8613138686131386,0.948905109489051
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_36,0,48,106,59,0.4,0.8833333333333333
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_37,0,51,111,61,0.3953488372093023,0.8604651162790697
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_38,0,56,133,78,0.3916083916083916,0.9300699300699301
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_39,0,54,116,63,0.43548387096774194,0.9354838709677419
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_40,0,50,108,59,0.3968253968253968,0.8571428571428571
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_41,0,50,103,54,0.44642857142857145,0.9196428571428571
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_42,0,59,124,66,0.4306569343065693,0.9051094890510949
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_43,0,57,126,70,0.4222222222222222,0.9333333333333333
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_44,0,55,121,67,0.4365079365079365,0.9603174603174603
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_45,0,53,118,66,0.39849624060150374,0.8872180451127819
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_46,0,51,118,68,0.3805970149253731,0.8805970149253731
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_47,0,58,119,62,0.43609022556390975,0.8947368421052632
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_48,0,57,118,62,0.40425531914893614,0.8368794326241135
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_48,1,120,126,7,0.851063829787234,0.8936170212765957
pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,demo_49,0,57,123,67,0.44881889763779526,0.968503937007874
pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_0,0,46,85,40,0.46464646464646464,0.8585858585858586
pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_1,0,46,95,50,0.45544554455445546,0.9405940594059405
pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_2,0,38,79,42,0.4,0.8315789473684211
pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_3,0,47,99,53,0.40869565217391307,0.8608695652173913
pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_4,0,42,87,46,0.4077669902912621,0.8446601941747572
pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_5,0,41,83,43,0.41414141414141414,0.8383838383838383
pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_6,0,46,94,49,0.4144144144144144,0.8468468468468469
pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_7,0,41,83,43,0.43157894736842106,0.8736842105263158
pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_8,0,39,86,48,0.35135135135135137,0.7747747747747747
pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_9,0,46,64,19,0.35658914728682173,0.49612403100775193
pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_9,1,75,119,45,0.5813953488372093,0.9224806201550387
pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_10,0,38,81,44,0.42696629213483145,0.9101123595505618
pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_11,0,45,87,43,0.4639175257731959,0.8969072164948454
pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_12,0,42,83,42,0.45161290322580644,0.8924731182795699
pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_13,0,41,85,45,0.41414141414141414,0.8585858585858586
pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_14,0,42,88,47,0.42,0.88
pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_15,0,48,91,44,0.40336134453781514,0.7647058823529411
pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_15,1,94,101,8,0.7899159663865546,0.8487394957983193
pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_16,0,40,86,47,0.39603960396039606,0.8514851485148515
pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_17,0,43,85,43,0.4574468085106383,0.9042553191489362
pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_18,0,44,73,30,0.2573099415204678,0.4269005847953216
pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_18,1,109,152,44,0.6374269005847953,0.8888888888888888
pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_19,0,45,84,40,0.45,0.84
pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_20,0,39,82,44,0.40625,0.8541666666666666
pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_21,0,45,87,43,0.46875,0.90625
pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_22,0,45,87,43,0.46875,0.90625
pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_23,0,45,89,45,0.4639175257731959,0.9175257731958762
pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_24,0,43,85,43,0.4479166666666667,0.8854166666666666
pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,demo_25,0,44,92,49,0.4489795918367347,0.9387755102040817
